smiles,ik14,clint_hep,source
Fc1ccc(F)c(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)c1,VEWBKGONLZXCJS,122294.67,biogen_fang
c1cc(CN2CCC(c3ccn[nH]3)CC2)ccn1,ACFCSKJWRYYDAY,6895.0,biogen_fang
Cc1[nH]c2ccc(Cl)cc2c1CC(=O)N1CCC(Cc2ncncc2C(N)=O)CC1,RJFLZBDPYVLDCE,416424.17,biogen_fang
O=C(NCCN1CCC(c2ccccc2)CC1)c1ccc2ncsc2c1,XCFZZBMJVSGMMJ,17742.67,biogen_fang
c1ccc(-c2noc(NCC3CCC3)n2)cc1,DUNOPKCWRLVJHJ,138946.5,biogen_fang
c1ccc(-c2n[nH]c(C3CCN(c4cnc5ccccc5n4)CC3)n2)cc1,RGRUMTVGBITPAR,12442.5,biogen_fang
CO[C@H]1CC[C@H](C(=O)NC[C@H]2CC[C@H](c3nnc(-c4nccc5ccccc45)o3)CC2)CC1,RSSKZHKSEXSRGW,119778.17,biogen_fang
COc1cccc(OCCCn2cncc2-c2cc3c(cc2OC)OCCCO3)c1,GYCQFNCHNUVVIV,19439.0,biogen_fang
COc1ccc(-c2nc(CC(N)=O)sc2C)cc1.Cl,LCFITBDHTBGYPM,193795.0,biogen_fang
O=C1NCCCCC1NC(=O)N1CCc2sccc2C1,MHZFIBSKMQZONH,5651.33,biogen_fang
O=C(O)c1ccc(=O)n(CCc2c[nH]c3ccccc23)c1,RFOCXDBKBAMNMY,5528.83,biogen_fang
Cn1ccc(CN2CCC(c3cnccn3)CC2)n1,DFWXMUFOLKKMRQ,5528.83,biogen_fang
Cc1nccn1-c1ccc(F)cc1CNC(=O)C(C)C,NZBOYTYAIFHRRN,9775.5,biogen_fang
O=C(CN1CCSC1=O)Nc1ccccc1F,MZUNTXNIYIIZQU,5528.83,biogen_fang
COc1ccc(CNCc2cccc3ccccc23)cc1,GIFYKGIODMXYNT,225807.17,biogen_fang
O=C(NCc1ccccc1)c1ccc(NS(=O)(=O)c2ccc(C3CCCCC3)cc2)cc1,XJMKPEZKBPJDOC,94543.17,biogen_fang
Cc1noc(NCc2cccc(-c3cccnc3)c2)n1,UKVFHMOJNPBCFH,23913.17,biogen_fang
CCCn1cnnc1Cn1ccnc1-c1ccc2occc2c1,OUNHNGHMGJKYFJ,5528.83,biogen_fang
Cc1ccc(NC(=O)CN(C)C(=O)c2ccccc2F)nc1,HSKFDDLEBJWBFC,5528.83,biogen_fang
O=C(CCNc1ncccn1)N1CCc2ccccc2C1,DRWYLKIOXROUPD,28908.83,biogen_fang
CN(Cc1cccc(C#N)c1)Cc1cnn(C)c1,FCMDFEXVBFGFFF,5528.83,biogen_fang
Nc1cnc(Cc2ccc(F)cc2)nc1,WDAIFGQKPBUAEW,5528.83,biogen_fang
Cc1noc([C@@H]2C[C@H](NC(=O)c3ccc(F)cc3)CN2C)n1,PJEIOLLNWVSGFB,8029.0,biogen_fang
Cc1ccc(F)cc1NC(=O)c1cnc2onc(C(C)C)c2c1,GKJZVWRZCHIAII,34231.17,biogen_fang
O=C(CCCc1ccc(F)cc1)N1CCN(c2ccccc2)C(=O)C1,RCYMEMVRXOVFPY,5528.83,biogen_fang
Cc1ccsc1CN(C)C(=O)[C@@H]1CCCN1C(=O)NC(C)C,BKOSGRPAOLMGDJ,15191.17,biogen_fang
CC(C)NC(=O)c1cc(-c2ccccc2)n(-c2ccccn2)n1,KOCMAZVFAGSKGW,9465.17,biogen_fang
CS(=O)(=O)NC1CCN(C(=O)NCCc2ccc(F)cc2)CC1,KIFOKMIADRKLTJ,5528.83,biogen_fang
Cc1cc(C)c2c(N(C)CCC(C)C)ncnc2n1,PJTDSUPVXRDIDC,16639.0,biogen_fang
CN(CC(=O)NC1CC1)C(=O)C1C2CC3CC(C2)CC1C3,AJLVZGVMHSAHHI,25329.5,biogen_fang
CCc1nnc(NC(=O)Cc2c(C)noc2C)s1,PFZBQYOOHREQKW,5528.83,biogen_fang
CN1CCCN(c2nc(C(F)(F)F)nc3cc4c(cc23)OCO4)CC1,OAHDJGJMLBHICO,25978.17,biogen_fang
CCn1nccc1CNc1nnc(-c2ccc(OC)cc2)o1,CIQZMVILPWPMBK,7728.0,biogen_fang
Fc1cncc(-c2cnc(NCc3ccc(Cl)c(F)c3)nc2)c1,HVJJFHCJADKZQH,17430.0,biogen_fang
O=C1CCC(=O)N1CCN1CCCCc2ccccc21,JVAWKMZLKMGTJZ,142562.0,biogen_fang
O=C1CC2(CCN(C(=O)NCc3ccccc3)CC2)Oc2ccccc21,YXRYEZBQLGDFGI,25326.0,biogen_fang
O=C(NC1CCCC1)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,QNOUKVPHXOIUQW,137723.83,biogen_fang
O=C(Cc1ccccc1F)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,JHJAOLBFSDNYDN,154506.33,biogen_fang
CO[C@@H](C(=O)Nc1cc2c(C)cc(=O)oc2cc1C)c1ccccc1,NJYAKMCDDQYNAO,14947.33,biogen_fang
CCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,JAPDAJAXJJAVMW,11743.67,biogen_fang
O=C(Nc1nccs1)c1c2c(nc3ccccc13)CCC2,LADNFQSMVPAHAE,15373.17,biogen_fang
CC(C)(C)c1ccc(C2=NC3(CCNCC3)NC2=O)cc1,LSQNQFDYKOMQDD,7606.67,biogen_fang
O=C(CSc1ncn[nH]1)N(C1CCCCC1)C1CCCCC1,MCIHINOEJDDSKD,139578.83,biogen_fang
O=C(CCCc1cc(Cl)sc1Cl)N1CCC(O)CC1,VBWLVTUZHGDVFI,61084.33,biogen_fang
Cc1cc(C)n(-c2ccc(CNC(=O)C3CCC3)cn2)n1,PEAYUPYVYQSDTA,11347.0,biogen_fang
CN1CCC(NS(=O)(=O)C2CN(C(=O)c3cccc(Cl)c3)C2)CC1,GGNNJKGWVDKELM,5766.83,biogen_fang
O=C(NCc1ccc2c(c1)OCCO2)c1sccc1C1CC1,ARKANIAKWYJZIY,171762.5,biogen_fang
NC(=O)CN1CCC(Oc2cccc(F)c2)CC1,JAQTTYDWILZJOH,5528.83,biogen_fang
O=S(=O)(N1CCOCC1)N1CCN(Cc2ccccc2F)CC1,ZROQSTNEQNMSQH,24537.33,biogen_fang
COc1ccc(-c2nc(C3CCN(C(=O)c4sc(C)nc4C)CC3)[nH]c2C(N)=O)cc1,VWFPZAJFQDYGFP,5528.83,biogen_fang
CCn1c(SC)nnc1C1CCN(C)CC1,IAKHDLCRPGREKF,5528.83,biogen_fang
CC(=O)N1CCN(CCNC(=O)N2CCc3sccc3C2)CC1,YWNXAXBSTKVANW,11827.67,biogen_fang
CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1,OINGHOPGNMYCAB,210323.17,biogen_fang
Cc1ccccc1CC(=O)N1CCN(C(=O)c2ccccc2)CC1,YTKPDVOOGQWVCR,7140.0,biogen_fang
O=C(Nc1ccccc1-n1ccnc1)c1cccs1,SGJPWOOFAWKAGR,12864.83,biogen_fang
Cc1nc2c(c(N(C)Cc3ccccc3)n1)CCN(Cc1ccccc1)C2,ASSFRVYYBZLKPA,766428.83,biogen_fang
CSc1ccc(-c2ccc3n(c2=O)C[C@@H]2CNC[C@H]3C2)cc1,GWJUTXJXBSLWSH,5840.33,biogen_fang
Cc1nn(-c2ccc(F)cc2)c(Cl)c1C(=O)N1CCC(S(=O)(=O)C(C)C)CC1,MVNMFPRTUCNQKW,5528.83,biogen_fang
COc1ccc(CN2CCN(c3cc(C)nc(N)n3)CC2)cc1OC,UYUUEZBMQUAJQR,5528.83,biogen_fang
CCN(C(C)=O)c1ccc(C)cc1C(=O)O,NBKAIGHQPZGXLF,5528.83,biogen_fang
CCc1ncc2c(n1)CN(c1ccnc(-c3ccccc3)n1)CC2,ZHDFEFAKGBKHMA,42100.33,biogen_fang
CON(C)C(=O)c1cccc2c(C)c(C)[nH]c12,NDIYSHXLPNJZIM,131339.83,biogen_fang
CC(C)c1nnc(-c2ccc(-c3ccccc3)nc2)n1-c1cccc2nonc12,FQGLDGKVKDPVLO,9650.67,biogen_fang
O=C(C1CC1)N1CC[C@@H](Cc2n[nH]c(=O)n2-c2ccc(-c3ccc4occc4c3)cc2)C1,AQTPWCUIYUOEMG,23788.33,biogen_fang
N#Cc1ccccc1-c1ccc(-c2nccn2-c2cccnc2)o1,PAJJORBRFZALMO,102551.17,biogen_fang
Cc1cc(CNc2ncc(C(F)(F)F)cc2Cl)no1,GKDJTJSYPCGFCO,75383.0,biogen_fang
COCCNC(=O)CN1CCN(c2nccn2-c2cccc(Cl)c2)CC1,VWDKQROYRRSSAS,5878.83,biogen_fang
Cc1cc(NC(=O)CCc2c(C)nn(C)c2C)no1,TUMDIGRNWOLBGG,5528.83,biogen_fang
CCCn1ncc2[nH]c(-c3cc(Cn4cncn4)c(C)cc3C)nc21,STSMWSRJRKJCFN,60335.33,biogen_fang
CCc1nnsc1C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,VQHBWZINJYGRGO,17444.0,biogen_fang
OC1CCN(c2ncc(-c3cnccn3)c(-c3cccs3)n2)CC1,PMSQLRIGDQZIAT,8181.83,biogen_fang
CN(CC(=O)Nc1cc(F)cc(F)c1)c1ccnc(C(N)=O)c1,KYGCNGGLHJLRNT,5528.83,biogen_fang
CSc1ncccc1C(=O)Nc1ccc(N2CCCCC2=O)cc1,XAGOIXTUMFMJGJ,5528.83,biogen_fang
CCC1(CC)NC(=O)N(CC(=O)N2CCOCC3(CCCC3)C2)C1=O,AZHMEYYANUKUJH,35743.17,biogen_fang
O=C(Cc1ccc(Cl)c(Cl)c1)N1CC(n2ccnn2)C1,KEOCAMUQPWELLI,5528.83,biogen_fang
Cc1oc(C)c(C(=O)Nc2ccn(C)n2)c1C,KCBYBDWNXOHIML,87997.0,biogen_fang
CN(C)c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cn1,CGJRTLJGHAPHDH,10651.67,biogen_fang
Cc1nc(C)c2c(C)c(C(=O)N(C)Cc3ccc(C)o3)sc2n1,CERYYFAGYXFUAB,41974.33,biogen_fang
Cc1cccn(Cc2cccc(C#N)c2)c1=O,GNFFQPZNNXYEHX,5528.83,biogen_fang
Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1Cc1ccc(-c2cscn2)cc1,VVZZHFMLRHJXTO,5528.83,biogen_fang
Cc1nc(N2CCN(C)CC2)nc(C)c1NC(=O)C1CCCCC1,XTXLXFUMMXZLIL,5528.83,biogen_fang
CC(C)(O)C(=O)N1CCC(c2ccc3c(NCc4ccccc4F)n[nH]c3n2)CC1,NPRKNBCWPYGKJT,9745.17,biogen_fang
CCCc1cc(N2CCc3c(nc(C(C)C)n3C)C2)n2ncnc2n1,GEDQQEVPPZTFDV,16679.83,biogen_fang
CN(Cc1c(F)cccc1Cl)C(=O)c1ccc(-n2ccnc2)nc1,FJLZWEYRIGDVKO,30636.67,biogen_fang
Cc1sc(NC(=O)CN2CCOC(C3CCCO3)C2)c(C)c1C,RELCYUBHECEFJD,14878.5,biogen_fang
Cn1ccnc1CNc1cc(Br)ccc1-n1cccn1,YVJLHVNXCNFQLV,36835.17,biogen_fang
O[C@@H]1CO[C@H]2C[C@@H]1Nc1c(-c3ccccc3)cccc12,AALYXTSAQKOCPM,17536.17,biogen_fang
O=C(NCCNc1ncccc1C(F)(F)F)c1cnc2ccccn2c1=O,ULPWOJYSHDEHNF,32457.83,biogen_fang
O=C(Nc1nncs1)c1cccnc1,AGEGZHOPKZFKBP,5528.83,biogen_fang
CC(C)c1noc2nc(C3CC3)cc(C(=O)N3CC[C@H](N)C3)c12,WHNGPHUVYXYDSS,5528.83,biogen_fang
Cc1ccc(NC(=O)OC(C)(C)C)c2c1N(C(=O)[C@H]1CCCO1)CCC2,BDJFEVNMUHOFNL,39177.83,biogen_fang
Fc1ccc(F)c(-c2nc(C3CCOCC3)nn2-c2cccnc2)c1,FDXYHGCWLMJXQX,5528.83,biogen_fang
Cc1nc([C@H]2CC[C@H](CNC(=O)CN3CCC(c4ccccc4)CC3)CC2)ccc1C(N)=O,PLFDODPJTLJYQW,43555.17,biogen_fang
O=C(NC1(c2ccccc2)CCC1)c1cc(C2CC2)on1,PMZWBIMTIWZRFB,9521.17,biogen_fang
CN(Cc1nnc(C2CC2)n1C)C(=O)C1C2CC3CC(C2)CC1C3,NFBQWNVFJWXWNS,55732.83,biogen_fang
CN(Cc1nc(N)c2ccccc2n1)Cc1ccc(F)cc1F,FRGXUYQBFAEWTR,63003.5,biogen_fang
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,IKBKZGMPCYNSLU,12029.5,biogen_fang
COc1ccc(CCn2c(C3CC3)n[nH]c2=O)cc1,NAMQRTAHUSMNCC,6491.33,biogen_fang
Cn1c(=O)n(C)c2cc(CN3CCC(c4ccc(Cc5ccccc5F)cn4)CC3)ccc21,KPOUUWZZBXTEGE,98983.5,biogen_fang
O=C(NC1CC1)c1cccnc1Oc1ccccc1,ZVKZVFUNHUCFRO,5528.83,biogen_fang
N#Cc1ccc(CN2CC(n3cccn3)C2)cc1,ARRRQUGKVDENKB,5528.83,biogen_fang
NC(=O)Cn1ccc(-c2ccccc2)n1,GXSNDPGJEZZSAK,5528.83,biogen_fang
COc1ccc(C(=O)Cn2c(=O)n(-c3ccccc3F)c3nc(C)nc(C(N)=O)c32)cc1,JOHQOOIUIIOSRM,5528.83,biogen_fang
Cc1cccc(NC(=O)c2cccc3ncccc23)c1,GEFAJZFTPPLZJO,25870.83,biogen_fang
CCN(Cc1ccncc1)[C@@H]1CN(C(=O)c2ccccc2)C[C@H]1O,RAFGZLGMGBEPDC,52685.5,biogen_fang
O=C(O)CNc1nc(-c2ccccc2)nc2ccccc12,YDWBBGCNUQEBAW,5528.83,biogen_fang
COCCS(=O)(=O)N1CCC2(Cc3ccccc3C2)C1,YQZARKBLLNUWFM,22362.67,biogen_fang
Cc1cnn(Cc2nnc(-c3ccccc3)s2)c1,CSZDUWAQHGDPSN,51325.17,biogen_fang
Cc1cc(N(C)Cc2ccc(N)nc2)nc(-c2ccncc2)n1,POUJNFZYVLKZIU,51605.17,biogen_fang
O=C(NCC1CCC1)c1ccc(-n2ccnc2)nn1,YAVNZPHGORTFAO,9712.5,biogen_fang
CC1(c2nnc(-c3cc(-c4ccccc4)n[nH]3)o2)CCOCC1,OKKLCUSONVZAFU,15733.67,biogen_fang
COc1ccc2nc(C)c(C(=O)Nc3ccccc3N3CCCC3)cc2c1,OVLVFCVSRVQZHT,211764.0,biogen_fang
Cc1nnsc1CN(C)c1ccc2cc[nH]c2n1,IMWABGLSAVRNEW,45818.5,biogen_fang
Cn1cnnc1CNc1ccccc1C#N,FXVFBFDJWVPWKE,5528.83,biogen_fang
O=C(c1ccc(O)nc1)N1CCN(c2ncccn2)CC1,UGSXTAZYZUMTNP,5528.83,biogen_fang
COc1ccc(NC(=O)c2snnc2C)c(OC)c1,JLKVSOFRBQTWLE,39943.17,biogen_fang
Cc1ccc(F)c(N(C#N)Cc2nccn2C(F)F)c1,WZPCDKCZHVZBOC,23224.83,biogen_fang
CC(=O)N1CCCN(C(=O)Nc2ccc(N(C)C3CCCCC3)c(F)c2)CC1,DDIKDFDDKMFLJE,120410.5,biogen_fang
O=S(=O)(c1cn[nH]c1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,SJHAFFPCQAOGTB,61395.83,biogen_fang
CN(C)c1ncn(-c2cccc(N)c2)n1,KVDFCEKYWDVOHW,17895.5,biogen_fang
c1ccc(-c2cc3c(N4CCC(c5ncc[nH]5)CC4)ncnc3s2)cc1,PEDPSDFRMOIWTL,136323.83,biogen_fang
C=CCNC(=O)C1(Cc2ccc(-c3ccccc3)cc2)CCN(C(=O)c2cccnc2)CC1,RLZXMWZEDFYZGZ,89449.5,biogen_fang
Cc1ccc(-c2nc(CN3CCOCC3)n(Cc3ccc(F)cc3)n2)o1,HLARYGUWZBJOLD,114668.17,biogen_fang
COCC(=O)N1CC[C@H](c2nnc(-c3ccc(C)cc3)o2)C1,DIIMYPPJQYOYFF,5528.83,biogen_fang
CCC1(O)CN(c2ncnc3c2c(Br)nn3C)C1,SEOBEWKPOURAOQ,5528.83,biogen_fang
Cc1cccc(NC(=O)c2ccc3ccccc3c2)n1,VFYZGMZNFPGOFT,107076.67,biogen_fang
c1ccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)[nH]c3ncnc(NCC4SCCS4)c23)cc1,ZJLXSIPWULUCRJ,93552.67,biogen_fang
O=C(Nc1cccc(-c2cnco2)c1)C1(c2cccc(F)c2)CCOCC1,ZGIOWTQUBZEMQU,76771.33,biogen_fang
CC(=O)NCC1CCN(C(=O)c2cncn2-c2ccc(F)cc2)CC1,MTSBNFDLVHNWRN,5528.83,biogen_fang
Cn1cc(CCNC(=O)N2CCc3sccc3C2)cn1,GRLXVWHGXWFBIY,17550.17,biogen_fang
Cc1cc(CCCC(=O)NC[C@H]2CC[C@H](c3ccc(C(N)=O)c(C)n3)CC2)ccc1F,YWJDVMIMKZEAFV,249147.5,biogen_fang
COC1CCN(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1,FJYHDWPNMDZEBD,69951.0,biogen_fang
Cc1cccc(Oc2cc(CN)ccn2)c1C,ISAJYANLQVWDBG,5528.83,biogen_fang
CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,NZOONKHCNQFYCI,33524.17,biogen_fang
Cc1ccc2c(CC(=O)N(C)Cc3nnc4n3CCC4)coc2c1C,RCYWVVRUUYRUJU,42568.17,biogen_fang
CC(C)(C)c1nnnn1CC(=O)NC12CC3CC(CC(C3)C1)C2,OABVICGIOLFKQY,66932.83,biogen_fang
O=C(O)c1ccccc1-n1cnc(CN2CCCC2)c1,JAOXYBNBLREJSV,5528.83,biogen_fang
COc1cccc(CC(=O)Nc2ccc3nc(C)sc3c2)c1,FEEYKVCPKPHZFI,39303.83,biogen_fang
Cc1cc(C)c(CC(=O)N2CC(CO)C2)c(C)c1,OOUGKVOXNPJHKW,5826.33,biogen_fang
CC(C)C[C@@H](CO)n1cc(-c2ccccc2Cn2cccn2)nn1,GALJXSDTJQOJOV,117588.33,biogen_fang
Cc1sc2nc(CN3CCCC3)nc(N)c2c1C,RHPIKCNHXYIIQL,5528.83,biogen_fang
CC(C)c1nc2c(n1C)CCN(c1ncnc3ccccc13)C2,UNTZJLAEMNBJHH,40764.5,biogen_fang
Cc1nn(CCC#N)c(C)c1Oc1ccccc1O,OIQRQFPNAWUWBX,5528.83,biogen_fang
OC1(Cn2nnc(-c3cccnc3)n2)CCCCC1,SKGSOFILOJIDBU,5528.83,biogen_fang
Cc1cc(C(=O)NCCc2ccccn2)c(C)s1,BHBIPZDZPRAPEB,73586.33,biogen_fang
Nc1ccc(Oc2ccccc2F)nc1,YAFQPQWPYSVBIY,5528.83,biogen_fang
Cn1c(-c2ccc(F)cc2)cnc1NC(=O)CCC(=O)N1CC(=O)Nc2ccccc21,IZJHXQSIGRJYID,47197.5,biogen_fang
Cc1nc(CN2C(=O)CN(C3CCCC3)C2=O)nc2ccccc12,RATIAUDAWXJQCY,5528.83,biogen_fang
CCOC(=O)c1cccnc1-c1cccc2ccnn12,BQWCZRVBRUFTFT,5528.83,biogen_fang
COc1cc2c(cc1OC)CN(C(=O)C1CCCN(C(=O)Nc3ccccc3)C1)CC2,KIYZULLZELXDCP,5528.83,biogen_fang
NC(=O)c1ccccc1NC(=O)CN1CCCC(c2nc3ccccc3o2)C1,HMUWFPQBQMCIJU,146419.0,biogen_fang
COc1cc2c(cc1OC)CN(C(=O)C1CCCN(S(=O)(=O)c3ccc(F)cc3)C1)CC2,AIIYQIMFRIRGOF,174482.0,biogen_fang
O=C(c1cccc2ccccc12)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,GSGGWVCDNTYNAK,811741.0,biogen_fang
CCCS(=O)(=O)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,ZFXKHZICNRBXBZ,72340.33,biogen_fang
O=C(CN1CCCC(c2nc3ccccc3o2)C1)Nc1ccc(OC(F)(F)F)cc1,YQYSVNDBCLPLCT,156019.5,biogen_fang
CC(C(=O)Nc1ccc(C(N)=O)cc1)N1CCCC(c2nc3ccccc3o2)C1,AGHGJXNKUIRQAX,213587.5,biogen_fang
Cc1ccc(NC(=O)CN2CCCC(c3nc4ccccc4o3)C2)cc1C,KKBREBAHSAMIGR,251856.5,biogen_fang
Cc1nc(O)cc(C2CN(C3CCCCC3)C2)n1,LVPUVLCTQYYBEZ,5528.83,biogen_fang
CN(C(=O)C1CCN(c2ncccn2)CC1)C1CCCCCCC1,JBYNZDSRVKUZQC,605749.67,biogen_fang
CCS(=O)(=O)N1CCC(C(=O)N(C)C2CCCCCCC2)CC1,ZSBJQOKGUFBWPN,154705.83,biogen_fang
O=C(CCCc1cc(Cl)sc1Cl)N1CC[C@H](O)C1,GKEXKGIDOWJHRG,21656.83,biogen_fang
COc1ccnc(N2CC(n3nc(C)cc3C)C2)n1,QLRQZYPEKXKHJM,5528.83,biogen_fang
Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)COc3ccccc3F)C2)n1,VPTXPEYLCBJUPE,133935.67,biogen_fang
COCCOCc1ccc(-c2cc3onc(-c4ccccc4)c3c(=O)n2C)cc1,YCAACZFPADQMAR,16012.5,biogen_fang
Cc1cc(C(=O)N2CCOC(C)(C)C2)cc(C)c1OCc1cccnc1,IYPOUBMVXCISMN,314540.33,biogen_fang
COc1cccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3ccc(C)cc3)C2)c1,RWLGBMUGEUQCNU,44397.5,biogen_fang
Cc1ccc(S(=O)(=O)N2CCC[C@H](C(=O)NC3CCOCC3)C2)cc1,KQMLKACZRDWZOJ,5528.83,biogen_fang
COc1ccc(CNC(=O)CCCOc2ccc(C(C)=O)cc2)cc1,JIINOVPNMVVWGK,40194.0,biogen_fang
CCc1ccc(-c2nccn2CC(=O)Nc2ccc(C)cc2F)nc1,BIMQCURNLWOCTK,38038.0,biogen_fang
Cc1cc(NC(=O)C2CCN(c3ccncc3Cl)CC2)no1,DSEXJQIKXHWOAN,14845.83,biogen_fang
Fc1cccc(CN2CCN(c3ncccn3)CC2)c1,DDFZWZOMOJAGID,129514.0,biogen_fang
CCN(Cc1ccccc1)C(=O)c1ccc(O)cc1O,NNYREDCQHMXRPT,5528.83,biogen_fang
CCN(Cc1ccccc1)C(=O)c1cccnc1N,GLCAYJMTRVNDGR,5528.83,biogen_fang
Cc1nc(-c2cc(C)on2)n(CCc2ccccc2)n1,LHJBXJPDUMTCPQ,107417.33,biogen_fang
CCCNC(=O)c1ccnc(N(C)C)c1,ZCVXYFDTMOFVOR,45487.17,biogen_fang
O=C(NCC(=O)N1CCN(C2CC2)CC1)c1ccccc1,DEBHLHKFGPVFDJ,5528.83,biogen_fang
CCN(C(=O)c1cc(NC(C)=O)ccc1F)C1CCCC1,AYBNUXZNMNLYFR,73488.33,biogen_fang
Cc1ccccc1C(=O)Nc1nc(C)c(C)s1,GLLXEFSGALYIRQ,105050.17,biogen_fang
COc1ccccc1C(=O)Nc1cccc(C#N)c1,CVOPEVOCOFQFJZ,99758.17,biogen_fang
CO[C@H]1COCCN(C(=O)c2cccnc2)C1,CTIDRSPCCGBRSC,5528.83,biogen_fang
CC(=O)Nc1ccc(C(=O)N2CCc3ncncc3C2)cc1,VPWPZFILZWDJIS,5528.83,biogen_fang
Cn1ccc(NC(=O)[C@H]2CCCCN2C(=O)OC(C)(C)C)n1,PFMMSJLTKVOZRW,5528.83,biogen_fang
CC(C)c1nnc(NCc2ccn(C)c2)o1,IWTXPUOMJJKPGL,5528.83,biogen_fang
COc1cc(/C=C2\CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,PUOAETJYKQITMO,51747.8,biogen_fang
CC(C)N1CCC(O)(c2ccccc2F)CC1,ACBGKLVTYJFSHX,5528.83,biogen_fang
CN(Cc1cnn(C)c1)C(=O)c1ccccc1-c1ccccc1C#N,BKXJHJZZOLJMKV,74701.67,biogen_fang
O=C(CN1CCc2ccccc21)N1CCC(c2nc3ccccc3[nH]2)CC1,DWHPSEIQXQTWPP,130789.17,biogen_fang
O=c1[nH]c2ccccc2n1C1CCN(CCc2ccccn2)CC1,ARVYCDPHIDHTMS,14478.33,biogen_fang
CC1Cc2ccccc2N1C(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,ZQIOCTMLKHFADY,71565.67,biogen_fang
Cc1ccc(NC(=O)C(C)(C)c2ccccc2)nc1,VXQVLMPZUPSMDM,19605.83,biogen_fang
O=C(NCc1ccc(F)cc1)C1CCN(C(=O)/C=C/c2ccccc2)CC1,XICGXCYRQFZORM,5528.83,biogen_fang
COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N,BHKDKKZMPODMIQ,16822.17,biogen_fang
CC(C)(C(=O)NCc1ccccn1)c1ccccc1,VWBQYYYWKKEEEU,5528.83,biogen_fang
O=C(Nc1ccccc1-n1ccnc1)c1ccc(F)cc1,NBTJRCQZDBPDKD,11889.5,biogen_fang
O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccc(NC(=O)c2cccs2)cc1,PIDPDYOPKFCBAT,5528.83,biogen_fang
CC(C(=O)N1CCc2sccc2C1)N1CCCN(c2ccccc2C#N)CC1,WABOODYLNSTDQR,2484209.0,biogen_fang
COc1ccc(C(=O)N(C)Cc2nccn2C)c(F)c1,HTXSDWWOBAGDHY,5528.83,biogen_fang
CC(C)CN1C(=O)C(=O)N(Cc2ccccn2)C1=O,QOFSXTAYXIAFTF,5528.83,biogen_fang
CON(C)C(=O)CCc1c(C)nn(C)c1C,NMVZPVXGLQVAGL,5528.83,biogen_fang
CN1CCN(c2ncncc2-c2nc(-c3ccccc3)no2)CC1,RASAAPDECPFTHQ,32830.0,biogen_fang
O=C(CNc1ccc(C(=O)N2CCCC2)cc1)N1CCCCC1,SDOGRNNLSPTPMI,5528.83,biogen_fang
COc1ccc(C)cc1-c1cccnc1O,QKONBOVQGYLEQA,6263.83,biogen_fang
N#Cc1cccc(-c2ccc3[nH]ccc3c2)n1,WMQPNQRKTKJWHT,348456.5,biogen_fang
Cc1ccc(-c2noc3nc(C)cc(C(=O)O)c23)cc1,CVNGDFRTBHEMFI,5528.83,biogen_fang
O=C(O)c1nc(-c2ccccc2)oc1-c1ccccc1,YKZSHSBBYKLXNM,8159.67,biogen_fang
O=C(c1cccs1)N1C[C@@H]2CCCN(C(=O)c3cccs3)[C@@H]2C1,LXVVEJRLUDOPLX,6744.5,biogen_fang
COc1ccc(C)cc1-n1ccc(C(=O)NC(C)C)n1,IWZGDEDUUMVQOK,72969.17,biogen_fang
CC(C)c1csc(NC(=O)C2CCN(c3ncccn3)CC2)n1,ZJCBZAFONXQQMW,52052.0,biogen_fang
CN1CCN(C(=O)C2(NC(=O)c3ccc(C(F)(F)F)cc3)CCCC2)CC1,PKLBWRLBOQWRLY,5528.83,biogen_fang
CN(CCc1ccccn1)C(=O)Nc1nncs1,UWBWJSFSTRQZFY,5528.83,biogen_fang
CC1CCN(Cc2ccc(NC(=O)c3ccccn3)cc2)CC1,XXUPHNPBGONBNG,5528.83,biogen_fang
COc1ccc(CNc2ncc(-c3ccc4c(c3)OCO4)n2C)c(OC)c1,AKQCUNWVVQYIIO,235433.33,biogen_fang
